timestamp,request_latency
1522219451,0.11110305786132812
1522219451,0.056743621826171875
1522219451,0.05245208740234375
1522219451,0.051021575927734375
1522219451,0.053882598876953125
1522219451,0.05745887756347656
1522219451,0.05221366882324219
1522219451,0.05030632019042969
1522219451,0.053882598876953125
1522219451,0.058650970458984375
1522219451,0.05817413330078125
1522219451,0.0514984130859375
1522219451,0.051021575927734375
1522219451,0.051021575927734375
1522219451,0.05125999450683594
1522219451,0.05054473876953125
1522219451,0.051021575927734375
1522219451,0.05078315734863281
1522219451,0.05078315734863281
1522219451,0.044345855712890625
1522219451,0.0438690185546875
1522219451,0.04482269287109375
1522219451,0.1392364501953125
1522219451,0.04458427429199219
1522219451,0.0438690185546875
1522219451,0.0438690185546875
1522219451,0.0438690185546875
1522219451,0.03981590270996094
1522219451,0.039577484130859375
1522219451,0.03933906555175781
1522219451,0.03886222839355469
1522219451,0.03910064697265625
1522219451,0.038623809814453125
1522219451,0.03910064697265625
1522219451,0.039577484130859375
1522219451,0.039577484130859375
1522219451,0.038623809814453125
1522219451,0.03910064697265625
1522219451,0.038623809814453125
1522219451,0.03814697265625
1522219451,0.03886222839355469
1522219451,0.03933906555175781
1522219451,0.03838539123535156
1522219451,0.03886222839355469
1522219451,0.03814697265625
1522219451,0.03838539123535156
1522219451,0.03910064697265625
1522219451,0.03886222839355469
1522219451,0.03886222839355469
1522219451,0.038623809814453125
1522219451,0.041484832763671875
1522219451,0.04291534423828125
1522219451,0.043392181396484375
1522219451,0.04458427429199219
1522219451,0.04315376281738281
1522219451,0.043392181396484375
1522219451,0.055789947509765625
1522219451,0.04792213439941406
1522219451,0.0476837158203125
1522219451,0.044345855712890625
1522219451,0.045299530029296875
1522219451,0.04172325134277344
1522219451,0.044345855712890625
1522219451,0.04315376281738281
1522219451,0.05340576171875
1522219451,0.05793571472167969
1522219451,0.23293495178222656
1522219451,0.04673004150390625
1522219451,0.043392181396484375
1522219451,0.041961669921875
1522219451,0.0400543212890625
1522219451,0.03886222839355469
1522219451,0.03886222839355469
1522219451,0.038623809814453125
1522219451,0.03814697265625
1522219451,0.03933906555175781
1522219451,0.039577484130859375
1522219451,0.03933906555175781
1522219451,0.03886222839355469
1522219451,0.03838539123535156
1522219451,0.03981590270996094
1522219451,0.04029273986816406
1522219451,0.0400543212890625
1522219451,0.03910064697265625
1522219451,0.04029273986816406
1522219451,0.0400543212890625
1522219451,0.03933906555175781
1522219451,0.03933906555175781
1522219451,0.04029273986816406
1522219451,0.03886222839355469
1522219451,0.041484832763671875
1522219451,0.044345855712890625
1522219451,0.04792213439941406
1522219451,0.04315376281738281
1522219451,0.044345855712890625
1522219451,0.04315376281738281
1522219451,0.06270408630371094
1522219451,0.04887580871582031
1522219451,0.049114227294921875
1522219451,0.046253204345703125
